N,area_wide,area_tight,err_wide_%,err_tight_%
89100,0.9408080808080809,0.944500561167228,0.3926985285980371,0.001760130200256163
89600,0.9401785714285714,0.9447405133928574,0.45934732958411656,0.02364461935978808
90100,0.9399556048834629,0.94472807991121,0.4829537338335247,0.02232823445615855
90600,0.9413245033112583,0.9445778145695366,0.33802271000129913,0.006419011848388117
91100,0.9402085620197586,0.9445664105378707,0.4561720997804815,0.005211619136414887
91600,0.9411681222707424,0.9445551310043669,0.35457942732211,0.004017407567566579
92100,0.9402605863192182,0.9444353963083606,0.45066406877413573,0.008659407401376815
92600,0.9398488120950325,0.9442494600431967,0.49426033471116776,0.02834526044246012
93100,0.9406981740064446,0.944293770139635,0.40433482312788055,0.023653964497839203
93600,0.9396153846153845,0.944163995726496,0.5189742820201992,0.03739372647108591
94100,0.9391179596174283,0.944354410201913,0.5716387549786817,0.017233746508870666
94600,0.9392917547568711,0.9443710359408035,0.5532383338918682,0.015473509729836942
95100,0.9398422712933754,0.9443611987381705,0.4949528368439738,0.01651501567381466
95600,0.9398221757322175,0.9446129707112974,0.4970804382744082,0.01014114017867056
96100,0.9398959417273673,0.9444849115504685,0.4892705226634384,0.003417020831058201
96600,0.9412732919254658,0.9444099378881989,0.3434446744247077,0.011354797230352494
97100,0.942173017507724,0.9447219361483009,0.24818694955850112,0.021677768482558233
97600,0.9429713114754098,0.9446080942622952,0.1636682155848455,0.00962485004917843
98100,0.9428440366972477,0.9444189602446484,0.17714333070844138,0.01039956247293363
98600,0.943265720081136,0.9447768762677486,0.1324979404303713,0.02749450959303505
99100,0.9427749747729566,0.9447149344096875,0.18445520658768835,0.020936465018949267
99600,0.9428313253012047,0.9447289156626508,0.1784891395759497,0.02241671897007821
